"0_eRNA"	"1_eRNA"	"10_eRNA"	"11_eRNA"	"12_eRNA"	"13_eRNA"	"14_eRNA"	"15_eRNA"	"2_eRNA"	"3_eRNA"	"4_eRNA"	"5_eRNA"	"6_eRNA"	"7_eRNA"	"8_eRNA"	"9_eRNA"
"LOC110016633"	2	0	0	0	34	47	38	55	0	0	0	1	0	0	0	0
"LOC110016634"	0	0	0	0	9	12	3	8	0	0	0	0	0	0	0	0
"LOC110016637"	9	0	0	0	687	624	779	798	2	0	0	0	0	0	0	0
"LOC110016639"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"LOC110016642"	0	0	0	0	12	2	6	4	0	0	0	0	0	0	0	0
"LOC110016645"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"LOC110016646"	0	0	0	0	2	28	21	13	0	0	0	0	0	0	0	6
"LOC110016650"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016651"	0	0	0	0	12	3	2	14	0	0	0	0	0	0	0	0
"LOC110016652"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016654"	0	0	0	0	26	47	78	56	0	0	0	0	0	0	0	0
"LOC110016656"	3	0	0	1	3	32	14	7	0	0	0	0	0	0	1	0
"LOC110016657"	6	1	0	0	89	142	130	107	0	0	0	0	0	0	2	0
"LOC110016660"	1	0	0	0	0	4	2	2	0	0	0	0	0	0	0	0
"LOC110016664"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016667"	0	0	0	0	28	6	41	6	0	0	0	0	0	0	0	0
"LOC110016668"	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0
"LOC110016669"	3	2	0	0	38	36	149	39	0	3	0	0	0	0	0	0
"LOC110016671"	9	0	5	0	221	207	295	290	7	3	0	0	0	0	1	2
"LOC110016675"	0	3	0	0	15	26	56	25	0	0	0	0	0	0	0	0
"LOC110016676"	5	0	0	0	4	14	9	8	0	0	0	0	0	0	0	0
"LOC110016677"	9	2	2	0	305	756	372	433	8	1	0	0	0	0	3	4
"LOC110016679"	8	0	0	0	50	20	34	65	0	0	0	0	0	0	0	0
"LOC110016681"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016685"	0	0	0	0	31	67	32	64	0	0	0	0	0	0	0	0
"LOC110016686"	2	0	0	0	95	66	90	161	2	0	0	1	0	0	0	0
"LOC110016687"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"LOC110016690"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016691"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016692"	0	0	0	0	37	78	49	72	0	0	0	0	0	0	0	0
"LOC110016695"	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0
"LOC110016696"	5	0	0	0	24	14	6	12	6	2	0	0	0	0	0	0
"LOC110016697"	0	0	0	0	38	43	77	39	0	0	0	0	0	0	0	0
"LOC110016700"	0	0	0	0	10	7	12	6	0	0	0	0	0	0	0	0
"LOC110016702"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"LOC110016707"	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0
"LOC110016708"	0	0	0	0	40	25	32	20	0	0	0	0	0	0	0	0
"LOC110016709"	0	0	0	0	0	2	10	0	0	0	0	0	0	0	0	0
"LOC110016710"	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0
"LOC110016711"	0	0	0	0	35	23	43	43	0	0	0	0	0	0	1	0
"LOC110016714"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016716"	0	0	0	0	16	18	8	14	0	0	0	0	0	0	0	0
"LOC110016717"	0	0	0	0	20	31	23	18	0	0	0	0	0	0	0	0
"LOC110016718"	0	0	0	0	6	15	0	10	0	0	0	0	0	0	0	0
"LOC110016719"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016720"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016721"	4	0	0	0	991	1024	482	1486	2	2	0	0	0	0	1	1
"LOC110016722"	0	0	0	0	3	6	0	1	0	0	0	0	0	0	0	0
"LOC110016725"	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
"LOC110016726"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016728"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016729"	0	0	0	0	14	5	0	3	0	0	0	0	0	0	0	0
"LOC110016730"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016731"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016734"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016737"	0	0	0	0	27	23	53	46	0	0	0	0	0	0	0	0
"LOC110016742"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016746"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016747"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016753"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016754"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016760"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"LOC110016761"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016763"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016764"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016765"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016770"	0	0	0	0	2	6	6	2	0	0	0	0	0	0	0	0
"LOC110016771"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016772"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016775"	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
"LOC110016777"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016784"	116	63	27	8	2339	2360	2531	3593	16	51	1	0	6	0	11	19
"LOC110016786"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"LOC110016792"	0	0	0	0	26	39	42	34	0	0	0	0	0	0	0	0
"LOC110016795"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016798"	3	0	0	2	38	17	31	44	0	1	0	0	0	0	1	0
"LOC110016799"	2	0	0	0	74	75	97	106	1	0	0	0	0	0	1	1
"LOC110016802"	0	0	0	0	72	95	96	69	0	0	0	0	0	0	0	0
"LOC110016805"	0	0	0	0	71	109	122	82	0	3	0	0	0	0	0	0
"LOC110016807"	0	0	0	0	3	23	19	5	0	0	0	0	0	0	0	0
"LOC110016808"	0	0	0	0	3	5	2	13	1	0	0	0	0	0	0	0
"LOC110016811"	77	10	2	6	333	305	468	496	20	13	1	0	2	0	6	9
"LOC110016813"	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0
"LOC110016814"	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"LOC110016815"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"LOC110016816"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016817"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016834"	0	0	0	0	3	2	0	2	0	0	0	0	0	0	0	0
"LOC110016841"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016844"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016845"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016850"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016852"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016859"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"LOC110016860"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"LOC110016868"	0	0	0	0	3	4	6	7	0	0	0	0	0	0	0	0
"LOC110016873"	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0
"LOC110016883"	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
"LOC110016884"	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
"LOC110016885"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016886"	0	0	0	0	12	11	18	18	0	0	0	0	0	0	0	0
"LOC110016889"	0	0	0	0	55	83	164	67	0	0	0	0	0	0	0	0
"LOC110016890"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016891"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016894"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016895"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016898"	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
"LOC110016899"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016902"	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0
"LOC110016903"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016905"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"LOC110016906"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016907"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016908"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016909"	1	0	0	0	293	221	216	202	0	0	0	0	0	0	2	0
"LOC110016912"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016914"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016919"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016922"	13	0	0	2	858	825	1021	853	5	3	0	0	0	0	1	3
"LOC110016923"	28	1	5	4	47	45	21	36	2	9	0	0	0	0	4	4
"LOC110016925"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"LOC110016926"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016927"	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0
"LOC110016928"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016929"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016932"	5	1	0	2	1626	2015	3320	1879	0	0	1	1	3	1	2	2
"LOC110016933"	3	0	0	0	129	121	119	215	0	6	0	0	0	0	0	1
"LOC110016934"	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
"LOC110016936"	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
"LOC110016937"	5	0	0	0	110	46	61	158	0	5	0	0	0	0	0	0
"LOC110016939"	0	0	0	0	55	28	54	84	0	0	0	0	0	0	0	0
"LOC110016942"	0	0	0	0	81	80	130	78	0	0	0	0	0	0	0	0
"LOC110016943"	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
"LOC110016945"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016950"	0	0	0	0	5	1	4	1	0	0	0	0	0	0	0	0
"LOC110016951"	0	0	0	0	140	256	290	226	0	0	0	2	0	0	0	2
"LOC110016952"	0	0	0	0	28	44	51	46	0	0	0	0	0	0	0	0
"LOC110016953"	0	0	0	0	112	145	93	87	0	0	0	0	0	0	0	0
"LOC110016954"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016957"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"LOC110016961"	0	0	0	0	3	15	10	5	0	0	0	0	0	0	0	0
"LOC110016963"	0	0	0	0	19	79	86	44	0	0	0	0	0	0	0	0
"LOC110016965"	0	0	0	0	3	4	37	35	0	0	0	0	0	0	0	0
"LOC110016966"	0	0	0	0	19	6	31	17	0	0	0	0	0	0	0	0
"LOC110016967"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016973"	0	0	0	0	13	52	85	22	0	0	0	0	0	0	0	0
"LOC110016975"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016976"	0	1	0	0	0	1	18	8	0	0	1	0	0	0	0	0
"LOC110016977"	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0
"LOC110016978"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016979"	0	0	0	0	8	5	22	8	0	0	0	0	0	0	0	0
"LOC110016980"	0	0	0	0	20	23	43	11	0	0	0	0	0	0	0	0
"LOC110016982"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"LOC110016983"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016987"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"LOC110016990"	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
"LOC110016991"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016992"	0	0	0	0	46	78	95	66	0	0	0	0	0	0	0	0
"LOC110016993"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110016995"	3	0	1	0	2	0	0	3	0	0	0	0	0	0	0	0
"LOC110016999"	3	1	0	0	33	12	13	21	2	0	0	0	0	0	1	0
"LOC110017024"	0	0	0	0	2	6	8	8	0	0	0	0	0	0	0	0
"LOC110017026"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017029"	0	0	1	0	82	144	184	121	0	1	0	0	0	0	0	0
"LOC110017031"	0	8	0	0	24	20	30	19	0	1	0	0	0	0	1	0
"LOC110017032"	0	0	0	0	13	5	6	16	1	0	0	0	0	0	0	0
"LOC110017033"	1	0	0	0	70	47	98	83	2	0	0	0	0	0	0	0
"LOC110017035"	0	0	0	0	2	4	1	5	0	0	0	0	0	0	0	0
"LOC110017036"	4	0	0	0	32	54	29	78	0	0	0	0	0	0	0	0
"LOC110017038"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017039"	2	0	0	0	14	19	45	36	0	0	0	0	0	0	0	0
"LOC110017040"	0	0	0	0	3	2	1	1	0	0	0	0	0	0	0	0
"LOC110017042"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017046"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017048"	0	0	0	0	0	5	7	5	0	0	0	0	0	0	0	0
"LOC110017049"	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	8
"LOC110017050"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017055"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"LOC110017056"	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
"LOC110017057"	0	0	0	0	96	55	147	130	0	0	0	0	0	0	0	0
"LOC110017058"	15	4	0	0	10	10	11	10	3	3	0	0	0	0	2	0
"LOC110017059"	0	0	0	0	35	42	63	49	0	0	0	0	0	0	0	0
"LOC110017063"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017064"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017065"	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
"LOC110017066"	0	0	0	0	4	26	12	13	0	0	0	0	0	0	0	0
"LOC110017067"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
"LOC110017068"	0	1	0	0	2	1	4	10	0	0	0	0	0	0	0	0
"LOC110017070"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017071"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017072"	0	0	0	0	22	12	10	20	0	0	0	0	0	0	0	0
"LOC110017076"	0	0	0	0	2	2	2	1	0	0	0	0	0	0	0	0
"LOC110017082"	0	0	0	0	485	523	1071	284	0	0	0	0	0	0	0	0
"LOC110017083"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017086"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017087"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017089"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017090"	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
"LOC110017094"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017095"	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0
"LOC110017097"	0	0	0	0	4	0	2	7	0	0	0	0	0	0	0	0
"LOC110017100"	0	0	0	0	24	100	54	42	0	0	0	0	0	0	0	0
"LOC110017101"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017104"	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0
"LOC110017107"	33	20	0	2	412	136	157	387	1	21	0	0	0	5	1	8
"LOC110017108"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017112"	0	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0
"LOC110017114"	7	0	3	0	21	28	8	18	0	0	0	0	0	0	3	3
"LOC110017116"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017117"	269	25	18	16	172	64	182	184	30	37	1	0	3	1	19	22
"LOC110017119"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017121"	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
"LOC110017124"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017125"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"LOC110017127"	1	0	1	0	35	99	146	64	0	1	0	0	0	0	0	1
"LOC110017130"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017133"	7	0	0	0	74	233	211	90	0	1	0	0	0	0	0	0
"LOC110017134"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017157"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017164"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017167"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017168"	0	0	0	0	1	7	10	0	0	0	0	0	0	0	0	0
"LOC110017169"	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0
"LOC110017170"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017171"	14	2	3	4	27	23	18	26	7	10	0	0	0	0	5	3
"LOC110017172"	0	0	0	0	42	48	80	67	0	0	0	0	0	0	0	0
"LOC110017174"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017175"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017176"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017179"	0	0	0	0	47	78	94	107	0	0	0	0	3	0	3	0
"LOC110017180"	5	0	0	1	104	99	110	130	0	0	0	0	0	0	0	0
"LOC110017181"	22	29	2	4	837	841	989	846	12	26	0	0	0	0	9	7
"LOC110017185"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017186"	0	1	0	0	10	6	1	3	0	0	0	0	0	0	0	0
"LOC110017189"	0	0	0	2	295	258	370	325	1	0	0	0	0	0	0	3
"LOC110017190"	1	1	0	1	262	187	159	369	2	0	1	0	0	0	0	1
"LOC110017192"	0	0	0	0	11	4	19	34	0	0	0	0	0	0	0	0
"LOC110017195"	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
"LOC110017196"	0	0	0	0	72	55	132	71	0	0	0	0	0	0	1	0
"LOC110017197"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017198"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017200"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017202"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"LOC110017204"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017206"	0	0	0	0	92	74	35	40	0	0	0	0	0	0	0	0
"LOC110017210"	0	0	0	0	3	4	0	8	0	0	0	0	0	0	1	0
"LOC110017213"	0	0	0	0	11	7	11	7	0	0	0	0	0	0	0	0
"LOC110017214"	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0
"LOC110017216"	0	0	0	1	8	29	30	34	0	0	0	0	0	2	0	0
"LOC110017217"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017218"	14	0	0	0	290	212	350	332	0	0	1	0	0	0	0	1
"LOC110017219"	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0
"LOC110017220"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017224"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017226"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017227"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017230"	0	0	0	0	44	80	21	70	0	0	0	0	0	0	0	0
"LOC110017232"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017233"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017246"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017248"	0	0	0	0	0	2	4	0	0	1	0	0	0	0	0	0
"LOC110017250"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"LOC110017251"	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
"LOC110017254"	6	5	1	1	7	4	10	23	0	1	0	0	0	0	1	1
"LOC110017255"	0	0	0	0	64	99	159	40	0	0	0	0	0	0	0	0
"LOC110017257"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017259"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017260"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017261"	0	0	0	0	3	2	2	2	0	0	0	0	0	0	0	0
"LOC110017262"	0	0	0	0	21	67	103	55	0	0	0	0	0	0	0	0
"LOC110017267"	0	0	0	0	73	42	16	55	0	0	0	0	0	0	0	0
"LOC110017270"	0	0	0	0	85	76	78	88	0	0	0	0	0	0	0	0
"LOC110017271"	0	0	0	0	8	14	2	3	0	0	0	0	0	0	0	0
"LOC110017273"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017276"	0	0	0	0	0	1	1	5	0	0	0	0	0	0	0	0
"LOC110017277"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017278"	0	0	0	0	4	8	5	8	0	0	0	0	0	0	0	0
"LOC110017282"	1	0	0	0	53	72	78	90	0	0	0	1	0	0	0	0
"LOC110017283"	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"LOC110017284"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017285"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017286"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017287"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017288"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"LOC110017289"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017291"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017292"	0	0	0	0	0	2	0	8	0	2	0	0	0	0	0	0
"LOC110017297"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017298"	1	1	0	3	525	974	608	1081	1	5	2	0	0	0	0	2
"LOC110017300"	2	0	0	0	27	11	1	14	1	3	0	0	0	0	0	0
"LOC110017301"	0	0	0	0	57	27	5	34	0	0	0	0	0	0	1	0
"LOC110017305"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"LOC110017308"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017314"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"LOC110017317"	0	0	0	0	6	0	5	0	0	0	0	0	0	0	0	0
"LOC110017318"	118	5	3	12	11834	7163	7251	6517	23	25	1	1	3	4	9	10
"LOC110017319"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017320"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"LOC110017327"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017347"	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0
"LOC110017350"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017351"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017353"	5	1	0	0	1	7	0	4	2	0	0	0	0	0	0	0
"LOC110017354"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017355"	0	0	0	0	0	0	26	2	0	0	0	0	0	0	0	0
"LOC110017364"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017366"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017367"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"LOC110017371"	12	0	0	3	1	30	0	11	0	0	0	0	0	1	0	0
"LOC110017377"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"LOC110017379"	0	0	0	0	94	120	178	106	0	0	1	0	0	0	0	0
"LOC110017381"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017382"	11	4	1	1	193	158	165	199	5	5	3	1	2	0	3	5
"LOC110017383"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017387"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"LOC110017389"	6	0	9	0	267	277	210	281	0	12	0	0	0	0	0	0
"LOC110017390"	0	0	0	0	11	22	25	1	0	0	0	0	0	0	0	0
"LOC110017391"	0	0	0	0	4	5	15	20	0	0	0	0	0	0	0	0
"LOC110017394"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017395"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017396"	0	0	0	0	3	5	14	7	0	0	0	0	0	0	0	0
"LOC110017397"	0	0	0	0	14	5	41	27	0	0	0	0	0	0	0	0
"LOC110017398"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"LOC110017399"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017400"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017401"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017403"	0	0	0	0	20	21	27	16	0	0	0	0	0	0	0	0
"LOC110017404"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017405"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"LOC110017406"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017407"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017408"	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
"LOC110017409"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017410"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017411"	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0
"LOC110017412"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC110017413"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
